id,Edicion,Id_Propuesta,Titulo,id_distrito,nombre_distrito,Numero_Apoyos,Seleccionada,cluster_id,tema,tema_id,Seleccionada_bool
4705,7,5767,Parking en condiciones,7,l'Olivereta,16,NO,9,Aparcamiento para vehículos,3,False
4715,7,5777,RESIDUOS,7,l'Olivereta,15,NO,32,Recogida de residuos,27,False
4846,7,5908,LiNIA D'AUTOBuS EMT PER LA RONDA NORD,14,Benimaclet,12,NO,8,Transporte público (EMT),38,False
4915,7,5977,Maquinaria de limpieza destinada fija en el barrio,12,Camins al Grau,32,NO,-1,Sin clasificar,36,False
4967,7,6029,Carril bici en Calle San Vicente Martir,9,Jesús,48,NO,1,Carriles bici y movilidad ciclista,7,False
4993,7,6055,jardin en Plaza Lopez Chavarri,1,Ciutat Vella,16,NO,31,Jardines y arbolado,17,False
5020,7,6082,PARED ONEWALL/FRONTBALL/PELOTA VALENCIANA,8,Patraix,12,NO,-1,Sin clasificar,36,False
5045,7,6107,Parque canino,14,Benimaclet,14,NO,0,Pipicanes y zonas caninas,25,False
5046,7,6108,CEIP Montolivet: Proyecto Entorno Seguro,10,Quatre Carreres,43,NO,20,Seguridad ciudadana,35,False
5127,7,6189,Nuevo Instituto de Patraix,8,Patraix,139,NO,29,Centros educativos,10,False
5199,7,6261,ESTUDIO REURBANIZACION Y SOTERRAMIENTO DE CONTENEDORES C/ GRABADOR ESTEVE,2,l'Eixample,47,NO,44,Repavimentación de calzadas,32,False
5209,7,6271,CARRIL BICI MASARROCHOS A ROCAFORT,17,Pobles del Nord,42,NO,1,Carriles bici y movilidad ciclista,7,False
5237,7,6299,Mejora zonas infantiles Bon Reces-Florista,16,Benicalap,32,NO,33,Parques infantiles,22,False
5313,7,6375,ESPACIO ESCeNICO CULTURAL TORREFIEL (Mejoras Parque Rojo Torrefiel),15,Rascanya,39,SI,34,Parques y plazas,23,True
5375,7,6437,Remodelacion calle Campos Crespo,8,Patraix,4,NO,42,Aceras y movilidad peatonal,2,False
5463,7,6525,Adaptacion de semaforos,11,Poblats Marítims,32,NO,7,Iluminación pública,15,False
5471,7,6533,Replantar todos los arboles que faltan en todo el distrito de Benimaclet,14,Benimaclet,59,SI,34,Parques y plazas,23,True
5529,7,6591,Contenedores enterrados,10,Quatre Carreres,3,NO,48,Recogida de residuos,27,False
5570,7,6632,REPINTAR Y SEÑALIZAR EL CARRIL DEL CORREDOR EN EL BULEVAR SUR.,9,Jesús,2,NO,-1,Sin clasificar,36,False
5650,7,6712,CENTRO DE SALUD EN PENYAROJA,12,Camins al Grau,79,NO,18,Centros de salud,9,False
5672,7,6734,MERCADO GASTRONOMICO junto al ELISEO VIDAL,8,Patraix,33,NO,17,Rehabilitación de mercados,30,False
5706,7,6768,Entorno escolar seguro y sostenible del IES CID CAMPEADOR,7,l'Olivereta,47,NO,29,Centros educativos,10,False
5720,7,6782,Separar peatones y carril bici en la esquina de Rois de Corella con San Vicente,3,Extramurs,32,NO,1,Carriles bici y movilidad ciclista,7,False
5725,7,6787,Dotacion de WC publicos,2,l'Eixample,0,NO,12,Fuentes y aseos públicos,14,False
40,1,2015-00049,Revitalitzacio de l'eix sapadors i zona infantil barri en corts,10,Quatre Carreres,0,SI,33,Parques infantiles,22,True
171,1,2015-00213,Paso de peatones a la altura de la avenida de campanar 37 y plaza juan pablo ii,4,Campanar,0,SI,42,Aceras y movilidad peatonal,2,True
299,1,2015-00356,Actualment: PLAÇA ASENSIO MAGRANER,12,Camins al Grau,0,SI,47,Convivencia y mobiliario urbano,11,True
443,1,2015-00528,Repavimentar carrer del villar,4,Campanar,0,SI,42,Aceras y movilidad peatonal,2,True
513,1,2016-00008,"Propuesta ayuntamiento. Mejora dotacion papeleras ordinarias en calles, en jardines y para zonas de expansion canina con expendedor de bolsas y cenicero.",2,l'Eixample,0,SI,0,Pipicanes y zonas caninas,25,True
620,2,1,Carril Bici Benimamet-Burjassot,18,Pobles de l'Oest,104,NO,1,Carriles bici y movilidad ciclista,7,False
668,2,49,Mercado Municipal en Benimaclet,14,Benimaclet,52,NO,17,Rehabilitación de mercados,30,False
685,2,66,Remodelacion del Puente de San Jose: ampliacion de aceras,5,la Saïdia,38,NO,10,Puentes y vías peatonales,26,False
720,2,101,Reurbanizacion jardin de la Cruz de Mig Cami,8,Patraix,20,NO,40,Pedanías y barrios periféricos,24,False
728,2,109,Ensanchamiento acera y carril bici en Passeig de la Ciutadella,1,Ciutat Vella,15,NO,1,Carriles bici y movilidad ciclista,7,False
747,2,128,Zona de pipi can enfrente de la pasarela de Amparo Iturbi,10,Quatre Carreres,3,NO,47,Convivencia y mobiliario urbano,11,False
819,2,200,Asfaltado al completo de la calle Clariano hasta la rotonda Ronda Norte,13,Algirós,6,NO,42,Aceras y movilidad peatonal,2,False
837,2,218,Rehabilitacio de la Barraca de Cotofio en La Torre,19,Pobles del Sud,15,NO,19,Rehabilitación del patrimonio,31,False
859,2,240,Doble sentido en calle Mistral desde Av. Valladolid hasta Lliri Blau,14,Benimaclet,2,NO,42,Aceras y movilidad peatonal,2,False
870,2,251,Mejora de la iluminacion de la urbanizacion de La Devesa de El Saler,19,Pobles del Sud,63,NO,7,Iluminación pública,15,False
888,2,269,Adecuacion del parque y del Jardin,7,l'Olivereta,58,NO,-1,Sin clasificar,36,False
959,2,340,REORDENACIo I HABILITACIo DEL 1ER PIS DE L'ALCALDiA DE MASSARROJOS,17,Pobles del Nord,25,SI,-1,Sin clasificar,36,True
1034,2,415,Anell de Vianants Tres Forques – Patraix  (inversions a l'Olivereta),7,l'Olivereta,12,SI,-1,Sin clasificar,36,True
1138,2,519,"RECUPERACION ESPACIO PUBLICO  PLAZA ENTRE CALLES PURISIMA, CORRETGERIA, EN PINA",1,Ciutat Vella,6,NO,-1,Sin clasificar,36,False
1233,3,1023,CARRIL BICI EN LA AV. DE PRIMADO REIG/CARRIL BICI A L'AV. DE PRIMAT REIG,0,Toda la ciudad,564,SI,1,Carriles bici y movilidad ciclista,7,True
1262,3,1054,CARRIL BICI MANUEL CANDELA,0,Toda la ciudad,358,NO,1,Carriles bici y movilidad ciclista,7,False
1346,3,1139,AJARDINAMIENTO PLAZA DE SAN SEBASTIAN INTEGRACIoN  EN ENTORNO DE JARDiN BOTANICO,0,Toda la ciudad,27,NO,31,Jardines y arbolado,17,False
1463,3,1256,ASFALTADO DEL CARRIL BICI CENTRAL DEL RiO TuRIA,0,Toda la ciudad,2,NO,1,Carriles bici y movilidad ciclista,7,False
1477,3,1270,REHABILITACIoN Y RENOVACIoN DE LA ESTACIoN DE AUTOBUSES,0,Toda la ciudad,12,NO,8,Transporte público (EMT),38,False
1493,3,1286,5 ZONAS EN LA PLAYA DEL PERELLONET PARA PRaCTICA DEPORTES DE VELA,0,Toda la ciudad,29,NO,13,Río Turia y litoral,34,False
1506,3,1299,LIMPIAR LAS CALLES DE RATAS,0,Toda la ciudad,18,NO,47,Convivencia y mobiliario urbano,11,False
1545,3,1339,ASFALTADO DE CALLE PEATONAL PARA ADECUAR ACCESO TRANSPORTE PuBLICO A SOCIOPOLIS,0,Toda la ciudad,13,NO,43,Pacificación del tráfico,20,False
1554,3,1348,REPLANTEAMIENTO CARRIL BICI CALLE CUBA (TRAMO PERIS I VALERO - LITERATO AZORiN),0,Toda la ciudad,4,NO,1,Carriles bici y movilidad ciclista,7,False
1614,3,1410,aRBOLES Y PARQUE INFANTIL PLAZA PATRAIX,0,Toda la ciudad,19,NO,33,Parques infantiles,22,False
1623,3,1419,DEVOLVER LA AVENIDA DE ARAGoN A LOS PEATONES.,0,Toda la ciudad,0,NO,-1,Sin clasificar,36,False
1666,3,1462,RE-RURALITZACIo DEL ITINERARI QUE VOLTEJA CASTELLAR-L´OLIVERAL.,0,Toda la ciudad,117,NO,30,Pedanías y barrios periféricos,24,False
1751,3,1547,CONECTAR LES PEDANIES DEL NORT CON EL CENTRO CIUDAD,0,Toda la ciudad,8,NO,39,Centros cívicos y huertos urbanos,8,False
1775,4,2004,REFORMA CALLE JOSe MARiA HARO,13,Algirós,77,SI,-1,Sin clasificar,36,True
4504,7,5566,Peatonalizacion entorno Colegio Publico Miguel Hernandez,15,Rascanya,4,NO,29,Centros educativos,10,False
4522,7,5584,RETIRADA  ANTENA DE TELEFONIA MOVIL DESDE EL 2006,18,Pobles de l'Oest,38,NO,6,Equipamientos específicos,13,False
4568,7,5630,Parking subterraneo zona Monteolivete,10,Quatre Carreres,15,NO,9,Aparcamiento para vehículos,3,False
4573,7,5635,Mejorar movilidad en La Torre,19,Pobles del Sud,33,NO,37,Parques y plazas,23,False
4627,7,5689,barrio san isidro,8,Patraix,4,NO,45,Pedanías y barrios periféricos,24,False
4663,7,5725,Parking publico a cubierto de bicicletas,13,Algirós,20,NO,1,Carriles bici y movilidad ciclista,7,False
4679,7,5741,Instituto Patraix,8,Patraix,83,NO,-1,Sin clasificar,36,False
4732,7,5794,Farolas,10,Quatre Carreres,3,NO,46,Pipicanes y zonas caninas,25,False
4734,7,5796,Ampliar zona acceso a vecinos y trabajadores a toda la zona de Ciutat Vella,1,Ciutat Vella,22,NO,39,Centros cívicos y huertos urbanos,8,False
4751,7,5813,Solucion de estacionamiento a la supermanzana de Palleter.,3,Extramurs,20,NO,9,Aparcamiento para vehículos,3,False
4956,7,6018,AMPLIACIoN ACERAS,19,Pobles del Sud,16,SI,47,Convivencia y mobiliario urbano,11,True
4997,7,6059,Redinamizar el complejo deportivo del mercado de Abastos,3,Extramurs,87,NO,27,Instalaciones deportivas,16,False
5063,7,6125,INSTALACION SANITARIOS EN PARQUE INFANTIL DEL JARDIN DE AYORA,12,Camins al Grau,0,SI,33,Parques infantiles,22,True
5084,7,6146,Ascensor en garaje Empark C/Maestro Gozalbo,2,l'Eixample,0,NO,9,Aparcamiento para vehículos,3,False
5117,7,6179,Reparar la acera de Ministro Luis Mayans entre el 41 y el 45 por estar inclinada,5,la Saïdia,6,NO,-1,Sin clasificar,36,False
5195,7,6257,Murales Semana Santa Marinera,11,Poblats Marítims,45,NO,16,Pedanías y barrios periféricos,24,False
5390,7,6452,Trinquet de Pilota Valenciana,4,Campanar,14,NO,-1,Sin clasificar,36,False
5588,7,6650,Pacificacio transit en bulevard sud / Pacificacion transito en bulevar sur,8,Patraix,6,NO,43,Pacificación del tráfico,20,False
5667,7,6729,Acondicionamiento aparcamiento frente al hospital Arnau de Vilanova,4,Campanar,18,NO,18,Centros de salud,9,False
5757,7,6819,ESCENARIO FIJO - CONCIERTOS SEDAJAZZ,19,Pobles del Sud,8,NO,-1,Sin clasificar,36,False
5789,7,6851,Actuaciones en acera C/ Estibor,19,Pobles del Sud,0,NO,-1,Sin clasificar,36,False
242,1,2015-00289,Jardin maria beneyto,3,Extramurs,0,SI,31,Jardines y arbolado,17,True
511,1,2016-00006,Propuesta ayuntamiento. Mejoras en el parque peñetes de benimamet-beniferri,18,Pobles de l'Oest,0,SI,34,Parques y plazas,23,True
632,2,13,Piscina Valencia,6,el Pla del Real,128,NO,5,Instalaciones deportivas,16,False
661,2,42,Rehabilitacion y urbanizacion de las alquerias de la C/ Olba y su entorno,5,la Saïdia,14,NO,19,Rehabilitación del patrimonio,31,False
721,2,102,Mejoras calle San Vicente La Raiosa,9,Jesús,42,SI,42,Aceras y movilidad peatonal,2,True
739,2,120,Acabar la vorera i carril bici de Carpesa a l'escola publica de Benifarig,17,Pobles del Nord,46,NO,1,Carriles bici y movilidad ciclista,7,False
789,2,170,"CALMAR RUSSAFA: CONTROL TELEMaTICO LIMITADORES DECIBELIOS DE DISCOTECAS, PUBS..",2,l'Eixample,94,NO,-1,Sin clasificar,36,False
791,2,172,ROCoDROMO EN JARDINES DEL ANTIGUO CAUCE DEL TURIA,6,el Pla del Real,7,NO,31,Jardines y arbolado,17,False
809,2,190,Retirada del transformador electrico en calle Santiago Rusiñol 26,15,Rascanya,18,NO,9,Aparcamiento para vehículos,3,False
825,2,206,Adecuacion de solar municipal en C/Padre Barranco para uso ciudadano,4,Campanar,54,NO,3,Solares y suelo disponible,37,False
826,2,207,REURBANIZACIoN CALLE CRONISTA CARRERES,1,Ciutat Vella,1,NO,41,Reurbanización de calles,33,False
839,2,220,Carril bici a les grans vies,3,Extramurs,57,NO,1,Carriles bici y movilidad ciclista,7,False
862,2,243,Zones d'esplai per als mes menuts al barri del Carme,1,Ciutat Vella,47,NO,-1,Sin clasificar,36,False
869,2,250,Remodelacion del parque infantil de recinto antiguas escuelas de El Perellonet,19,Pobles del Sud,7,NO,33,Parques infantiles,22,False
897,2,278,Asociacion juvenil,15,Rascanya,4,NO,-1,Sin clasificar,36,False
942,2,323,ADQUISICIo D'UN PANEL ELeCTRIC PER A POSAR INFORMACIo SOBRE ACTIVITATS DEL BARRI,10,Quatre Carreres,4,SI,9,Aparcamiento para vehículos,3,True
945,2,326,Paso de peatones Colegio Salesianos San Antonio Abad,5,la Saïdia,6,NO,29,Centros educativos,10,False
1006,2,387,SEMAFORO EN EL CRUCE DE C/MARINA ALTA Y C/CANAL DE NAVARRES (PARQUE POLIFILO),4,Campanar,33,NO,-1,Sin clasificar,36,False
1047,2,428,Reducir el Trafico adecentando y ampliando las aceras de la Avda Giorgeta y Per,13,Algirós,1,NO,43,Pacificación del tráfico,20,False
1154,2,535,REFORMA DE MEJORA PABELLoN DEPORTIVO C.P. ELISEO VIDAL,8,Patraix,131,NO,27,Instalaciones deportivas,16,False
1170,2,551,Ampliacion de la acera de la puerta del colegio,7,l'Olivereta,20,NO,29,Centros educativos,10,False
1179,2,560,Salida Calle Almisera a Avd. Burjassot.,16,Benicalap,1,NO,42,Aceras y movilidad peatonal,2,False
1193,2,574,AMPLIAR ACERAS DR.SORIANO Y REURBANIZAR APARCAMIENTO PENYETES-ESPRONCEDA,18,Pobles de l'Oest,3,NO,9,Aparcamiento para vehículos,3,False
1204,2,585,¡La calle Serreria necesita un carril bici!,12,Camins al Grau,4,NO,1,Carriles bici y movilidad ciclista,7,False
1212,3,1002,WIFI PuBLIC ALS POBLES DE VALeNCIA,0,Toda la ciudad,236,SI,6,Equipamientos específicos,13,True
1316,3,1109,AVENIDA DEL PUERTO DE NUEVO DE 2 SENTIDOS,0,Toda la ciudad,6,NO,11,Litoral y puerto,18,False
1328,3,1121,PARQUE VALLADO,0,Toda la ciudad,37,NO,34,Parques y plazas,23,False
1338,3,1131,PODA Y REGENERACIoN DE aRBOLES.,0,Toda la ciudad,10,NO,-1,Sin clasificar,36,False
1355,3,1148,MEJORAR LA LONJA COMO SE MERECE,0,Toda la ciudad,9,NO,46,Pipicanes y zonas caninas,25,False
1378,3,1171,RECUPERAR LOS ANTIGUOS NEGOCIOS DE LA IGLESIA DE LOS SANTOS JUANES,0,Toda la ciudad,10,NO,40,Pedanías y barrios periféricos,24,False
1415,3,1208,ELIMINACIoN DE PLAZAS DE APARCAMIENTO DE MOTOS NUNCA UTILIZADAS,0,Toda la ciudad,9,NO,1,Carriles bici y movilidad ciclista,7,False
1427,3,1220,INSTALAR PANELES INSONORIZACION EN ACCESO RONDA NORTE,0,Toda la ciudad,1,NO,-1,Sin clasificar,36,False
1461,3,1254,CENTRO DEPORTIVO MUNICIPAL EN SAFRANAR (PATRAIX),0,Toda la ciudad,32,NO,27,Instalaciones deportivas,16,False
1489,3,1282,ILUMINACIoN DE CARRIL BICI EN JARDiN DEL TURIA,0,Toda la ciudad,11,NO,1,Carriles bici y movilidad ciclista,7,False
1528,3,1321,SERVICIO DE METRO DURANTE LA NOCHE LOS FINES DE SEMANA,0,Toda la ciudad,17,NO,-1,Sin clasificar,36,False
1539,3,1332,"PASARELA PEATONAL EN LA DEVESA, ENTRE GAVINES Y LA PLAYA",0,Toda la ciudad,25,NO,13,Río Turia y litoral,34,False
1565,3,1360,MILLORA DE LA MOBILITAT DELS VEiNS DEL CAMi DE LA CREUETA ALTA,0,Toda la ciudad,18,NO,-1,Sin clasificar,36,False
1570,3,1366,MERCADO SEMANAL DE VENTA DIRECTA DE AGRICULTORES Y PRODUCTORES LOCALES,0,Toda la ciudad,6,NO,17,Rehabilitación de mercados,30,False
1586,3,1382,ELIMINAR BARRERAS ARQUITECToNICAS DE MONUMENTOS Y MUSEOS,0,Toda la ciudad,4,NO,-1,Sin clasificar,36,False
1615,3,1411,ASFALTADO DE LA CALLE JOAQUIN BENLLOCH (MALILLA),0,Toda la ciudad,5,NO,42,Aceras y movilidad peatonal,2,False
1631,3,1427,BAÑOS PARA RUNNERS EN EL RiO TURIA,0,Toda la ciudad,2,NO,13,Río Turia y litoral,34,False
1641,3,1437,CREACIo D’UN CARRIL CICLOPEATONAL PER LA CARRETERA D'EN CORTS,0,Toda la ciudad,182,NO,1,Carriles bici y movilidad ciclista,7,False
1643,3,1439,PISCINA MUNICIPAL DESCUBIERTA,0,Toda la ciudad,61,NO,5,Instalaciones deportivas,16,False
1662,3,1458,PACIFCACIoN DEL TRAFICON LA AVENIDA DE BALEARES.,0,Toda la ciudad,1,NO,43,Pacificación del tráfico,20,False
1685,3,1481,MUSEO SOROLLA A VALeNCIA,0,Toda la ciudad,3,NO,36,Equipamientos culturales,12,False
1754,3,1550,ACERAS POETA SERRANO CLaVERO Y QUITAR FAROLAS,0,Toda la ciudad,2,NO,16,Pedanías y barrios periféricos,24,False
1765,3,1561,PONER UN PARQUE EN EL SOLAR DE LA CALLE DEL SALVADOR  (DETRAS DE LAS CORTES),0,Toda la ciudad,2,NO,34,Parques y plazas,23,False
1804,4,2033,REURBANIZACIoN AV. CONSTITUCIoN (TRAMO C/ CORONEL MONTESINOS Y RONDA NORTE),15,Rascanya,23,NO,45,Pedanías y barrios periféricos,24,False
1937,4,2166,INSTALACIoN SEMaFOROS CONTROL VELOCIDAD CALLES ISABEL DE VILLENA Y EUGENIA VIÑES,11,Poblats Marítims,0,NO,24,Reducción de velocidad y zonas 30,28,False
1945,4,2174,REURBANIZACIoN C/EL BACHILLER ENTRE GoMEZ FERRER Y JAUME ROIG,6,el Pla del Real,2,NO,45,Pedanías y barrios periféricos,24,False
1972,4,2201,PEATONALITZAR LA ZONA MERCAT DEL CABANYAL,11,Poblats Marítims,47,NO,17,Rehabilitación de mercados,30,False
1979,4,2208,DOTACIo D'ELEMENTS DE SALA D'ACTES I EXPOSICIONS,17,Pobles del Nord,0,SI,36,Equipamientos culturales,12,True
2009,4,2238,PASO PEATONES SEMAFOROS C·. ALBORAYA,5,la Saïdia,0,NO,7,Iluminación pública,15,False
2039,4,2268,ENSANCHAR LAS ACERAS,17,Pobles del Nord,7,NO,47,Convivencia y mobiliario urbano,11,False
2055,4,2284,ESPACIOS DE ENCUENTRO PARA BEBES Y MADRES,20,No consta,3,NO,33,Parques infantiles,22,False
2118,4,2347,SI LLUEVE… MARQUESINAS EN BENICALAP,16,Benicalap,0,NO,47,Convivencia y mobiliario urbano,11,False
2131,4,2360,PARQUE SENENT IBAÑEZ MASSARROJOS: RENOVACIoN/ ADECUACIoN.,17,Pobles del Nord,30,NO,34,Parques y plazas,23,False
2133,4,2362,CONEXIoN WIFI GRATUITA EN PARQUES Y PLAZAS,7,l'Olivereta,0,SI,6,Equipamientos específicos,13,True
2134,4,2363,CREACION DE UN CARRIL BICI DESDE PONT DE FUSTA HASTA SAN AGUSTiN,20,No consta,1,NO,1,Carriles bici y movilidad ciclista,7,False
2187,4,2416,PEATONALIZAR LA CALLE CHELVA EN VALENCIA CIUDAD,8,Patraix,3,NO,42,Aceras y movilidad peatonal,2,False
2200,4,2429,MONUMENT A EN NICOLAU PRIMITIU,17,Pobles del Nord,20,SI,37,Parques y plazas,23,True
2227,4,2456,CUBIERTAS VERDES: AZOTEAS AJARDINADAS.,20,No consta,7,NO,25,Zonas verdes,39,False
2335,5,3023,"CONNEXIo CICLISTA TORRES DE QUART, DEMOCRaCIA FINS A CIUTAT ADMIN. 9 D'OCTUBRE",0,Toda la ciudad,145,NO,1,Carriles bici y movilidad ciclista,7,False
2366,5,3054,Paso de peatones en Primado Reig con Botanico Cavanilles,0,Toda la ciudad,60,NO,31,Jardines y arbolado,17,False
2374,5,3062,Mejora del carril bici de la Avenida de Tarongers y de la rotonda de la V-21,0,Toda la ciudad,37,NO,1,Carriles bici y movilidad ciclista,7,False
2396,5,3084,Nuevos carriles bices que permitan conexiones con el anillo ciclista,0,Toda la ciudad,40,NO,1,Carriles bici y movilidad ciclista,7,False
2434,5,3122,PUESTA EN VALOR DE LA MURALLA aRABE E ISLaMICA,0,Toda la ciudad,118,NO,40,Pedanías y barrios periféricos,24,False
2440,5,3128,Aparcamiento calle Rodrigo de Pertegas / calle Siete Aguas,0,Toda la ciudad,9,NO,13,Río Turia y litoral,34,False
2471,5,3159,Union Benimamet y Campanar - Reordenacion y reurbanizacion Cami Vell de Paterna,0,Toda la ciudad,114,NO,45,Pedanías y barrios periféricos,24,False
2477,5,3165,Asfaltado y pavimentacion de la calle Salvador Cervero,0,Toda la ciudad,33,NO,42,Aceras y movilidad peatonal,2,False
2499,5,3187,Por una Valencia limpia,0,Toda la ciudad,130,NO,46,Pipicanes y zonas caninas,25,False
2515,5,3203,Añadir equipamiento de juego infantil en la zona peatonalizada C/Salabert,0,Toda la ciudad,50,NO,-1,Sin clasificar,36,False
2524,5,3212,PASO DE PEATONES DEL COLEGIO CAMPANAR AL PARQUE INFANTIL PIO XII,0,Toda la ciudad,28,NO,33,Parques infantiles,22,False
2530,5,3218,Apertura calle Segunda Republica Española,0,Toda la ciudad,2,NO,41,Reurbanización de calles,33,False
2552,5,3240,URINARIOS,0,Toda la ciudad,5,NO,12,Fuentes y aseos públicos,14,False
2563,5,3251,URBANIZAR PARCELA DEL HOSPITAL ARNAU DE VILANOVA,0,Toda la ciudad,11,NO,18,Centros de salud,9,False
2571,5,3259,CAMBIO DE FAROLAS ILUMINACIoN  LED C/MARQUES DE LOZOYA,0,Toda la ciudad,47,NO,7,Iluminación pública,15,False
2600,5,3288,Peatonalizacion centro Benimaclet,0,Toda la ciudad,70,NO,-1,Sin clasificar,36,False
2670,5,3358,Parque de barras,0,Toda la ciudad,2,NO,34,Parques y plazas,23,False
2690,5,3378,Fachada edificio plaza del Ayuntamiento con Barcas,0,Toda la ciudad,4,NO,37,Parques y plazas,23,False
2711,5,3399,Mejora del aparcamiento  en la zona de ruzafa,0,Toda la ciudad,27,NO,9,Aparcamiento para vehículos,3,False
2739,5,3427,"Acondicionamiento del solar del desaparecido pino ""Can Calet"" de Campanar",0,Toda la ciudad,23,NO,26,Pedanías y barrios periféricos,24,False
2769,5,3457,"Proyecto Patios Coeducativos, ofrecido por el Ayuntamiento de Valencia",0,Toda la ciudad,246,NO,-1,Sin clasificar,36,False
2796,5,3484,"Habilitar deportes de deslizamiento (surf, kayak, catamaran, windsurf, kitesurf)",0,Toda la ciudad,100,NO,13,Río Turia y litoral,34,False
2826,5,3514,Vallado zona parque infantil en Benicalap (zona alquerias),0,Toda la ciudad,14,NO,33,Parques infantiles,22,False
2827,5,3515,Ni un carril bici mas,0,Toda la ciudad,12,NO,1,Carriles bici y movilidad ciclista,7,False
2848,5,3536,INSTALACIoN DE ASCENSORES EN APARCAMIENTOS MUNICIPALES,0,Toda la ciudad,2,NO,9,Aparcamiento para vehículos,3,False
2855,5,3543,MALILLA BIBLIOTECA PARA TODOS,0,Toda la ciudad,40,NO,4,Bibliotecas y ludotecas,5,False
2891,5,3580,Reubicar contenedores tras los pasos de peatones,0,Toda la ciudad,8,NO,-1,Sin clasificar,36,False
2919,5,3608,Adecuacion de la pinada de El Saler (la Devesa frente al colegio y el pueblo),0,Toda la ciudad,69,NO,29,Centros educativos,10,False
2937,5,3626,Convertir el solar de Just Ramirez y Canoner en espacio verde.,0,Toda la ciudad,3,NO,3,Solares y suelo disponible,37,False
3005,6,4061,Reverdecer Santos Justo y Pastor (y alrededores),13,Algirós,87,NO,40,Pedanías y barrios periféricos,24,False
3022,6,4078,MEJORA DEL COLEGIO JAUME I DE VALENCIA,13,Algirós,42,NO,29,Centros educativos,10,False
3050,6,4106,Rehabilitacion Edificio Casa del Agua y pasarela.,7,l'Olivereta,98,NO,19,Rehabilitación del patrimonio,31,False
3090,6,4146,Carril bici calle Sorni,2,l'Eixample,16,NO,1,Carriles bici y movilidad ciclista,7,False
3106,6,4162,Piscina climatizada,16,Benicalap,104,NO,5,Instalaciones deportivas,16,False
3201,6,4257,Pista de padel,19,Pobles del Sud,30,NO,-1,Sin clasificar,36,False
3246,6,4302,Plaza en Dolores Marques con Vicente Zaragoza,5,la Saïdia,50,NO,-1,Sin clasificar,36,False
3289,6,4345,Mejora Peatonal y Medianera Juan XXIII,16,Benicalap,7,NO,-1,Sin clasificar,36,False
3303,6,4359,Habilitar zona de carga y descarga de vehiculos en Calle Islas Canarias 90,12,Camins al Grau,48,NO,43,Pacificación del tráfico,20,False
3304,6,4360,Plantar arboles en las calles Cervantes y Pare Jofre,3,Extramurs,14,NO,31,Jardines y arbolado,17,False
3305,6,4361,VELoDROMO VALENCIA,11,Poblats Marítims,9,NO,45,Pedanías y barrios periféricos,24,False
3332,6,4388,MERCADO ROJAS RECLEMENTE - CALLE LEPANTO (ACCESO/PARQUE),3,Extramurs,20,NO,17,Rehabilitación de mercados,30,False
3376,6,4432,Crear Comunitat Energetica al barri de Patraix. Energia renovable de proximitat.,8,Patraix,66,NO,3,Solares y suelo disponible,37,False
3448,6,4504,"RESTAURACION PASARELA PUENTE ELEVADO DE GIORGETA URGENTE, SU VISION ES HORRIBLE.",9,Jesús,21,NO,45,Pedanías y barrios periféricos,24,False
3502,6,4559,Acondicionamiento descampado zona Centro de salud,8,Patraix,94,NO,18,Centros de salud,9,False
3543,6,4600,Mejora de accesibilidad para peatones y bicicletas en Avenida Antonio Ferrandis.,10,Quatre Carreres,28,NO,1,Carriles bici y movilidad ciclista,7,False
3620,6,4677,"Cbio. contenedores C/ Zapadores,Pl Ped Pestalozi.. y alumbrado C/ Gral Almirante",10,Quatre Carreres,21,NO,49,Recogida de residuos,27,False
3625,6,4682,Colocacion de badenes en la calle Rio Bidasoa,16,Benicalap,7,NO,13,Río Turia y litoral,34,False
3644,6,4702,Tunel Ciclista de las Grandes Vias,2,l'Eixample,87,NO,1,Carriles bici y movilidad ciclista,7,False
3664,6,4722,Aumento de limpieza y desinfeccion cucarachas y ratas,10,Quatre Carreres,57,NO,47,Convivencia y mobiliario urbano,11,False
3685,6,4743,Remodelacion de la Plaza Arturo Piera para hacerla mas accesible a los vecinos.,7,l'Olivereta,39,SI,37,Parques y plazas,23,True
3687,6,4745,Ampliacio PARC INFANTIL al interior del recinte del antic mercat d'ABASTOS,3,Extramurs,63,SI,33,Parques infantiles,22,True
3764,6,4824,Peatonalizacion de la calle Vicente Rios Enrique (CEIP Giner de los Rios),4,Campanar,51,NO,13,Río Turia y litoral,34,False
3784,6,4844,Badenes en los pasos de peatones para acceder al Colegio Federico Garcia Lorca,13,Algirós,51,NO,29,Centros educativos,10,False
3920,6,4982,Urbanitzacio i condicionament de la Plaça  Cronista Francisco Montblanc,11,Poblats Marítims,35,NO,-1,Sin clasificar,36,False
3960,6,5022,Crear teamo peatonal desde el Parador hasta el Perellonet,19,Pobles del Sud,22,NO,22,Accesibilidad peatonal,1,False
4006,6,5068,PROGRAMA REINSERCIoN _ VELLUTERS,1,Ciutat Vella,30,NO,-1,Sin clasificar,36,False
4049,6,5111,Gimnasio en solares junto a Ciutat Fallera y Calle Salvador Cervero,16,Benicalap,4,NO,3,Solares y suelo disponible,37,False
4050,6,5112,Sustitucion arbolado San Vicente y adyacentes,9,Jesús,3,NO,-1,Sin clasificar,36,False
4063,6,5125,Rehubicacion contenedores basura,8,Patraix,8,NO,32,Recogida de residuos,27,False
